date,ISO,topic,مأوى,أجرة السفر جوا,مطار بالقرب مني,قارب,قطار سريع,قافلة,محطة,حافلة,أمتعة السفر,الفندق,نزل,شقة مستأجرة,حركة السير,تذكرة,فندق صغير,القيادة,أجرة الطيران,الطرق,شاحنة,امشي الى إسرائيل,امشي الى لبنان,امشي الى الأردن,امشي الى العراق,امشي الى تركيا,امشي الى فلسطين,امشي الى سوريا,امشي الى مصر,امشي الى السعودية,امشي الى الكويت
2022-03-01,IQ,travel,16,0,0,60,0,2.0,55.0,4.0,0.0,44.0,76.0,0.0,0.0,17.333333333333332,0.0,28.0,0.0,58.666666666666664,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,IQ,travel,31,0,0,70,0,0.0,45.0,5.0,0.0,40.0,140.0,0.0,0.0,22.857142857142858,0.0,27.142857142857142,0.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,IQ,travel,22,0,0,88,0,0.0,39.0,4.0,0.0,44.0,92.0,0.0,0.0,42.400000000000006,0.0,28.0,0.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,IQ,travel,38,0,0,84,0,3.0,56.0,3.0,0.0,36.0,60.0,0.0,0.0,38.25,0.0,33.75,0.0,66.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,IQ,travel,21,0,0,60,0,5.0,56.0,6.0,0.0,60.0,144.0,0.0,0.0,40.5,0.0,26.25,0.0,58.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,IQ,travel,25,0,0,71,0,5.0,45.0,7.0,0.0,56.0,168.0,0.0,0.0,33.599999999999994,0.0,23.099999999999998,0.0,57.4,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,IQ,travel,21,0,0,77,0,7.0,41.0,2.0,0.0,14.0,42.0,0.0,0.0,28.0,0.0,18.666666666666664,0.0,104.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,IQ,travel,0,0,0,78,0,1.0,37.0,7.0,0.0,63.0,119.0,0.0,0.0,25.666666666666668,0.0,25.666666666666668,0.0,73.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,IQ,travel,28,0,0,41,0,1.0,30.0,0.0,0.0,7.0,16.0,0.0,0.0,65.0,0.0,38.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,IQ,travel,23,0,0,75,0,5.0,35.0,5.0,0.0,40.0,95.0,0.0,0.0,71.42857142857143,0.0,25.0,0.0,51.66666666666667,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,IQ,travel,27,0,0,57,0,0.0,36.0,5.0,0.0,45.0,85.0,0.0,0.0,59.285714285714285,0.0,20.0,0.0,53.333333333333336,11.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,IQ,travel,15,0,0,54,0,4.0,34.0,6.0,0.0,54.0,138.0,0.0,0.0,26.25,0.0,17.25,0.0,60.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,IQ,travel,38,0,0,64,0,2.0,36.0,6.0,0.0,42.0,132.0,0.0,0.0,28.285714285714285,0.0,31.71428571428571,0.0,68.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,IQ,travel,0,0,0,53,0,0.0,39.0,6.0,0.0,54.0,186.0,0.0,0.0,27.75,0.0,28.5,0.0,43.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,IQ,travel,0,0,0,33,0,4.0,42.0,4.0,0.0,40.0,96.0,0.0,0.0,36.0,0.0,29.6,0.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
