date,ISO,topic,مأوى,أجرة السفر جوا,مطار بالقرب مني,قارب,قطار سريع,قافلة,محطة,حافلة,أمتعة السفر,الفندق,نزل,شقة مستأجرة,حركة السير,تذكرة,فندق صغير,القيادة,أجرة الطيران,الطرق,شاحنة,امشي الى إسرائيل,امشي الى لبنان,امشي الى الأردن,امشي الى العراق,امشي الى تركيا,امشي الى فلسطين,امشي الى سوريا,امشي الى مصر,امشي الى السعودية,امشي الى الكويت
2021-11-01,KW,travel,16,0,0,46,0,0.0,25.0,0.0,0.0,21.0,62.0,0.0,0.0,46.2,0.0,126.0,0.0,40.89473684210527,11.05263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,KW,travel,30,0,0,0,0,0.0,21.0,0.0,0.0,18.0,64.0,0.0,0.0,49.5,0.0,450.0,0.0,30.375,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,KW,travel,25,0,0,44,0,0.0,18.0,0.0,0.0,12.0,54.0,0.0,0.0,28.0,0.0,104.0,0.0,30.545454545454543,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,KW,travel,0,0,0,88,0,0.0,19.0,4.0,0.0,6.181818181818182,22.90909090909091,0.0,0.0,26.272727272727273,0.0,43.27272727272727,0.0,10.818181818181818,2.3181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,KW,travel,12,0,0,14,0,0.0,24.0,0.0,0.0,22.0,66.0,0.0,0.0,70.4,0.0,127.60000000000001,0.0,25.142857142857146,5.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,KW,travel,13,0,0,59,0,0.0,21.0,1.0,0.0,6.5,50.0,0.0,0.0,32.5,0.0,45.5,0.0,10.833333333333332,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,KW,travel,0,0,0,63,0,3.0,28.0,0.0,0.0,15.0,53.0,0.0,0.0,95.0,0.0,90.0,0.0,25.714285714285715,5.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,KW,travel,12,0,0,71,0,0.0,23.0,0.0,0.0,19.0,65.0,0.0,0.0,128.25,0.0,109.25,0.0,30.176470588235293,3.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,KW,travel,29,0,0,35,0,2.0,24.0,0.0,0.0,23.0,50.0,0.0,0.0,114.99999999999999,0.0,96.6,0.0,21.954545454545453,6.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,KW,travel,19,0,0,57,0,2.0,30.0,1.0,0.0,7.0,17.0,0.0,0.0,36.4,0.0,29.4,0.0,11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,KW,travel,14,0,0,42,0,0.0,23.0,1.0,0.0,7.333333333333333,18.0,0.0,0.0,22.0,0.0,29.333333333333332,0.0,10.476190476190476,1.0476190476190474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,KW,travel,0,0,0,38,0,0.0,20.0,0.0,0.0,7.0,51.0,0.0,0.0,42.0,0.0,73.5,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,KW,travel,11,0,0,29,0,4.0,23.0,3.0,0.0,2.571428571428571,21.0,0.0,0.0,61.71428571428571,0.0,48.857142857142854,0.0,15.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,KW,travel,0,0,0,31,0,0.0,22.0,1.0,0.0,4.666666666666666,15.333333333333332,0.0,0.0,29.55555555555555,0.0,24.888888888888886,0.0,7.897435897435896,1.0769230769230766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,KW,travel,0,0,0,41,0,1.0,21.0,0.0,0.0,13.0,49.0,0.0,0.0,86.66666666666666,0.0,69.33333333333333,0.0,33.58333333333333,7.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,KW,travel,0,0,0,86,0,0.0,25.0,0.0,0.0,9.0,52.0,0.0,0.0,63.0,0.0,85.5,0.0,25.875,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,KW,travel,0,0,0,19,0,1.0,18.0,1.0,0.0,2.5,18.75,0.0,0.0,15.0,0.0,27.5,0.0,8.61111111111111,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,KW,travel,0,0,0,60,0,0.0,23.0,0.0,0.0,13.0,95.0,0.0,0.0,78.0,0.0,116.99999999999999,0.0,21.666666666666664,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,KW,travel,0,0,0,31,0,0.0,25.0,0.0,0.0,19.0,74.0,0.0,0.0,85.5,0.0,142.5,0.0,19.0,2.235294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
