15/04/2023,05/07/2023,New Location,South Darfur,SD03,SD03145,Mershing,Abuhamra,Rural,Village,2500,500,South Darfur,SD03,SD03145,Mershing,Manawashi,2500,0,2500,0,500,0,0,0,0,0,500,Non-Food Items,Remain in the same place
15/04/2023,05/07/2023,New Location,South Darfur,SD03,SD03151,Nitega,Khour Abashi,Rural,Village,1700,340,South Darfur,SD03,SD03145,Mershing,Manawashi,1700,0,1700,0,340,0,0,0,0,0,340,Food,Move to another location
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03147,Sharg Aj Jabal,Kyora Village,Rural,Village,320,64,South Darfur,SD03,SD03145,Mershing,Mershing Town,320,0,320,0,64,0,0,0,0,0,64,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03144,Kas,Kas Town,Urban,Neighbourhood,5000,1000,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,5000,0,5000,0,1000,0,0,0,0,0,1000,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03162,Beliel,Beliel Town,Urban,Neighbourhood,7000,1400,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,7000,0,7000,0,1400,0,0,0,0,0,1400,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03161,Buram,Buram Town,Urban,Neighbourhood,4000,800,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,4000,0,4000,0,800,0,0,0,0,0,800,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03156,As Sunta,As Sunta Town,Urban,Neighbourhood,3000,600,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,3000,0,3000,0,600,0,0,0,0,0,600,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03158,Rehaid Albirdi,Rehaid Albardi Town,Urban,Neighbourhood,3000,600,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,3000,0,3000,0,200,0,0,400,0,0,600,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03150,Al Wihda,Al -Malam,Urban,Neighbourhood,7000,1400,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,7000,0,7000,0,1400,0,0,0,0,0,1400,Non-Food Items,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03166,As Salam - SD,Nitiga,Rural,Village,3000,600,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,3000,0,3000,0,600,0,0,0,0,0,600,Non-Food Items,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03166,As Salam - SD,Abu Agura,Rural,Village,2500,500,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,2500,0,2500,0,500,0,0,0,0,0,500,Non-Food Items,Remain in the same place
