INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION,SHELTER CATEGORY: IN IMPROVISED SHELTERS,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS,SHELTER CATEGORY: OPEN AREA GATHERING SITES,SHELTER CATEGORY: UNKNOWN,TOTAL,PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alghuba,Urban,Neighbourhood,85,17,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,85,0,85,0,9,8,0,0,0,0,17,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alghuba,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,75,0,75,0,8,7,0,0,0,0,15,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsafaa,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,250,0,250,0,29,21,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsafaa,Urban,Neighbourhood,210,42,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,210,0,210,0,22,20,0,0,0,0,42,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsafaa,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,175,0,175,0,18,17,0,0,0,0,35,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsafaa,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,110,0,110,0,11,11,0,0,0,0,22,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Almasalma,Urban,Neighbourhood,55,11,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,55,0,55,0,6,5,0,0,0,0,11,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Almasalma,Urban,Neighbourhood,45,9,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,45,0,45,0,4,5,0,0,0,0,9,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alemtidat,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,110,0,110,0,10,12,0,0,0,0,22,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alemtidat,Urban,Neighbourhood,80,16,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,80,0,80,0,6,10,0,0,0,0,16,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alemtidat,Urban,Neighbourhood,65,13,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,65,0,65,0,7,6,0,0,0,0,13,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alabdalus,Urban,Neighbourhood,45,9,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,45,0,45,0,5,4,0,0,0,0,9,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alnasr,Urban,Neighbourhood,55,11,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,55,0,55,0,6,5,0,0,0,0,11,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Bunis,Urban,Neighbourhood,40,8,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,40,0,40,0,4,4,0,0,0,0,8,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alewhda,Urban,Neighbourhood,65,13,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,65,0,65,0,8,5,0,0,0,0,13,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alewhda,Urban,Neighbourhood,60,12,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,60,0,60,0,7,5,0,0,0,0,12,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alewhda/ Abubaker Alsidig School,Urban,Neighbourhood,62,12,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,62,0,62,0,0,0,0,12,0,0,12,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Aomarah,Urban,Neighbourhood,45,9,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,45,0,45,0,5,4,0,0,0,0,9,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alriad,Urban,Neighbourhood,70,14,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,70,0,70,0,8,6,0,0,0,0,14,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alriad,Urban,Neighbourhood,70,14,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,70,0,70,0,9,5,0,0,0,0,14,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Altadamoun,Urban,Neighbourhood,60,12,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,60,0,60,0,7,5,0,0,0,0,12,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alessissab,Urban,Neighbourhood,70,14,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,70,0,70,0,7,7,0,0,0,0,14,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsalam,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,90,0,90,0,8,10,0,0,0,0,18,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsalam,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,90,0,90,0,10,8,0,0,0,0,18,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alewfag,Urban,Neighbourhood,55,11,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,55,0,55,0,5,6,0,0,0,0,11,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alewfag,Urban,Neighbourhood,60,12,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,60,0,60,0,6,6,0,0,0,0,12,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alshajara,Urban,Neighbourhood,85,17,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,85,0,85,0,9,8,0,0,0,0,17,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alshajara,Urban,Neighbourhood,80,16,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,80,0,80,0,9,7,0,0,0,0,16,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alshajara,Urban,Neighbourhood,60,12,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,60,0,60,0,7,5,0,0,0,0,12,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsahowa,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,110,0,110,0,9,13,0,0,0,0,22,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alguds,Urban,Neighbourhood,95,19,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,95,0,95,0,10,9,0,0,0,0,19,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alguds,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,90,0,90,0,8,10,0,0,0,0,18,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Almanara,Urban,Neighbourhood,120,24,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,120,0,120,0,12,12,0,0,0,0,24,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Almanara,Urban,Neighbourhood,95,19,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,95,0,95,0,9,10,0,0,0,0,19,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Almanara,Urban,Neighbourhood,85,17,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,85,0,85,0,9,8,0,0,0,0,17,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Aljihad,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,100,0,100,0,11,9,0,0,0,0,20,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Aljihad,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,90,0,90,0,8,10,0,0,0,0,18,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Aljihad,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,75,0,75,0,8,7,0,0,0,0,15,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Katrniya,Urban,Neighbourhood,20,4,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,20,0,20,0,2,2,0,0,0,0,4,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Albah,Urban,Neighbourhood,15,3,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,15,0,15,0,3,0,0,0,0,0,3,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Damra,Urban,Neighbourhood,20,4,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,20,0,20,0,4,0,0,0,0,0,4,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Bagran,Urban,Neighbourhood,10,2,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,10,0,10,0,2,0,0,0,0,0,2,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hai Alsagai,Urban,Neighbourhood,10,2,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,10,0,10,0,2,0,0,0,0,0,2,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alshukaba,Rural,Village,15,3,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,15,0,15,0,3,0,0,0,0,0,3,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Salima,Rural,Village,10,2,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,10,0,10,0,2,0,0,0,0,0,2,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hillat Taweel,Rural,Village,80,16,Khartoum,SD01,SD01005,Karrari,Karrari neighbourhood and villages,80,0,80,0,16,0,0,0,0,0,16,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hillat Taweel,Rural,Village,65,13,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,65,0,65,0,13,0,0,0,0,0,13,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hillat Taweel,Rural,Village,50,10,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,50,0,50,0,10,0,0,0,0,0,10,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Abuenaig,Rural,Village,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,100,0,100,0,20,0,0,0,0,0,20,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Abuenaig,Rural,Village,85,17,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,85,0,85,0,17,0,0,0,0,0,17,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Abuenaig,Rural,Village,75,15,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,75,0,75,0,15,0,0,0,0,0,15,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alraowashda,Rural,Village,45,9,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,45,0,45,0,9,0,0,0,0,0,9,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Um Mabageem,Rural,Village,80,16,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,80,0,80,0,16,0,0,0,0,0,16,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Um Mabageem,Rural,Village,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,75,0,75,0,15,0,0,0,0,0,15,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umjamaina,Rural,Village,50,10,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,50,0,50,0,10,0,0,0,0,0,10,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umjamaina,Rural,Village,45,9,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,45,0,45,0,9,0,0,0,0,0,9,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Tendalti Au,Urban,Neighbourhood,0,0,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Tendalti Au,Urban,Neighbourhood,0,0,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Tendalti Au,Urban,Neighbourhood,0,0,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Tendalti Au,Urban,Neighbourhood,0,0,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Aburokba Au,Rural,Village,0,0,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Aburokba Au,Rural,Village,0,0,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Aburokba Au,Rural,Village,0,0,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Aburokba Au,Rural,Village,0,0,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alreif Alshamali Au,Rural,Village,0,0,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alreif Alshamali Au,Rural,Village,0,0,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alreif Alshamali Au,Rural,Village,0,0,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alreif Alshamali Au,Rural,Village,0,0,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,0,0,0,0,0,0,0,0,0,0,0,NA,NA
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Albah,Urban,Neighbourhood,280,56,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,280,0,280,0,56,0,0,0,0,0,56,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Albah,Urban,Neighbourhood,240,48,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,240,0,240,0,48,0,0,0,0,0,48,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Albah,Urban,Neighbourhood,195,39,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,195,0,195,0,39,0,0,0,0,0,39,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hassab Allah,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,300,0,300,0,60,0,0,0,0,0,60,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hassab Allah,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hassab Allah,Urban,Neighbourhood,185,37,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umkedinkowa,Rural,Village,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umkedinkowa,Rural,Village,205,41,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,205,0,205,0,41,0,0,0,0,0,41,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umkedinkowa,Rural,Village,200,40,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umbanbona,Rural,Village,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umbanbona,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umbanbona,Rural,Village,180,36,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,180,0,180,0,36,0,0,0,0,0,36,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhabeel,Rural,Village,250,50,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhabeel,Rural,Village,225,45,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhabeel,Rural,Village,140,28,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,140,0,140,0,28,0,0,0,0,0,28,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Bobonees,Rural,Village,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Bobonees,Rural,Village,200,40,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Bobonees,Rural,Village,130,26,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,130,0,130,0,26,0,0,0,0,0,26,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alrawashda,Rural,Village,245,49,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,245,0,245,0,49,0,0,0,0,0,49,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alrawashda,Urban,Neighbourhood,205,41,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,205,0,205,0,41,0,0,0,0,0,41,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alrawashda,Urban,Neighbourhood,165,33,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,165,0,165,0,33,0,0,0,0,0,33,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umtabah,Urban,Neighbourhood,275,55,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,275,0,275,0,55,0,0,0,0,0,55,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umtabah,Urban,Neighbourhood,220,44,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,220,0,220,0,44,0,0,0,0,0,44,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umtabah,Urban,Neighbourhood,160,32,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,160,0,160,0,32,0,0,0,0,0,32,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hillat Malik,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hillat Malik,Urban,Neighbourhood,190,38,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,190,0,190,0,38,0,0,0,0,0,38,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hillat Malik,Urban,Neighbourhood,155,31,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,155,0,155,0,31,0,0,0,0,0,31,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Wafara,Urban,Neighbourhood,245,49,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,245,0,245,0,49,0,0,0,0,0,49,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Wafara,Urban,Neighbourhood,185,37,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Wafara,Rural,Village,160,32,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,160,0,160,0,32,0,0,0,0,0,32,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alshouk,Rural,Village,250,50,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alshouk,Rural,Village,230,46,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,230,0,230,0,46,0,0,0,0,0,46,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alshouk,Rural,Village,165,33,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,165,0,165,0,33,0,0,0,0,0,33,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umzeyad,Rural,Village,240,48,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,240,0,240,0,48,0,0,0,0,0,48,Food,Remain in same place
