INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,Origin GPS Longitude,Origin GPS Latitude,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: With Host Community,SHELTER CATEGORY: In Rented accomodation (paying rent),SHELTER CATEGORY: In Abandoned buildings/critical shelters/no rent,SHELTER CATEGORY: In schools or other public buildings/no rent,SHELTER CATEGORY: Gathering sites (informal settlements or open area),SHELTER CATEGORY: Unknown,TOP PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Alnuzul,Rural,Village,330,66,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,330,0,330,0,66,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Alnuzul,Rural,Village,290,58,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,290,0,290,0,58,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Wadi Khalil,Rural,Village,405,81,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,405,0,405,0,81,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Wadi Khalil,Rural,Village,375,75,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,375,0,375,0,75,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Wadi Khalil,Rural,Village,365,73,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,365,0,365,0,73,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Wasat,Rural,Village,410,82,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,410,0,410,0,82,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Wasat,Rural,Village,405,81,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,405,0,405,0,81,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Wasat,Rural,Village,390,78,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,390,0,390,0,78,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Wasat,Rural,Village,385,77,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,385,0,385,0,77,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Janoub,Rural,Village,630,126,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,630,0,630,0,126,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Janoub,Rural,Village,610,122,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,610,0,610,0,122,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Janoub,Rural,Village,565,113,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,565,0,565,0,113,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Karma Janoub,Rural,Village,525,105,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,525,0,525,0,105,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Mashrouaa Alburgig,Rural,Village,210,42,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,210,0,210,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Mashorouaa Alburgig,Rural,Village,235,47,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,235,0,235,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Sagdan AJ Jazeira,Rural,Village,345,69,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,345,0,345,0,69,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Sagdan AJ Jazeira,Rural,Village,310,62,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,310,0,310,0,62,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Toshi Algadima,Rural,Village,465,93,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,465,0,465,0,93,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Toshi Algadima,Rural,Village,460,92,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,460,0,460,0,92,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Toshi Algadima,Rural,Village,430,86,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,430,0,430,0,86,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Toshi Algadima,Rural,Village,420,84,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,420,0,420,0,84,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Salanarti,Rural,Village,190,38,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,190,0,190,0,38,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Sheeba,Rural,Village,390,78,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,390,0,390,0,78,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Jazira Merowarti,Rural,Village,385,77,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,385,0,385,0,77,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Jazira Merowarti,Rural,Village,360,72,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,360,0,360,0,72,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Ahmed Tomar,Rural,Village,385,77,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,385,0,385,0,77,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Blunarti,Rural,Village,210,42,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,210,0,210,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Bayowd,Rural,Village,345,69,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,345,0,345,0,69,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Bayowd,Rural,Village,335,67,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,335,0,335,0,67,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Bayowd,Rural,Village,325,65,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,325,0,325,0,65,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Alburgig Town,Urban,Neighbourhood,405,81,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,405,0,405,0,81,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Alburgig Town,Urban,Neighbourhood,385,77,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,385,0,385,0,77,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Alburgig Town,Urban,Neighbourhood,365,73,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,365,0,365,0,73,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Sheihk Monowar,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,210,0,210,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Eitaa Sharig,Rural,Village,345,69,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,345,0,345,0,69,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Alsaraiyra,Rural,Village,545,109,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,545,0,545,0,109,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Merowarti,Rural,Village,435,87,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,435,0,435,0,87,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Alkefah,Rural,Village,360,72,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,360,0,360,0,72,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Argo Shamal Sharig,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,210,0,210,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Argo hai Alnour,Rural,Village,295,59,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,295,0,295,0,59,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Copiy Shamal,Rural,Village,350,70,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,350,0,350,0,70,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17016,Al Burgaig,Copiy Shamal,Rural,Village,330,66,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,330,0,330,0,66,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Algolid Gebly,Rural,Village,485,97,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,485,0,485,0,97,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Algolid Gebly,Rural,Village,440,88,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,440,0,440,0,88,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Algolid Gebly,Rural,Village,400,80,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,400,0,400,0,80,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Algolid Gebly,Rural,Village,345,69,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,345,0,345,0,69,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Algolid Bahri,Rural,Village,395,79,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,395,0,395,0,79,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Algolid Bahri,Rural,Village,350,70,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,350,0,350,0,70,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Algolid Bahri,Rural,Village,295,59,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,295,0,295,0,59,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabanah Gebly,Rural,Village,360,72,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,360,0,360,0,72,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabanah Gebly,Rural,Village,305,61,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,305,0,305,0,61,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabanah Gebly,Rural,Village,280,56,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,280,0,280,0,56,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabanah Bahri,Rural,Village,330,66,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,330,0,330,0,66,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabanah Bahri,Rural,Village,300,60,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,300,0,300,0,60,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabanah Bahri,Rural,Village,270,54,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,270,0,270,0,54,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Hai Dar Elsalam,Urban,Neighbourhood,355,71,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,355,0,355,0,71,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Hai Dar Elsalam,Urban,Neighbourhood,330,66,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,330,0,330,0,43,23,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Hai Dar Elsalam,Urban,Neighbourhood,270,54,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,270,0,270,0,31,23,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Almurbaat,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,260,0,260,0,30,22,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Almurbaat,Urban,Neighbourhood,235,47,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,235,0,235,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Alabbasiya,Rural,Village,255,51,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,255,0,255,0,51,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Alabbasiya,Rural,Village,245,49,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,245,0,245,0,49,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Alghadar,Rural,Village,255,51,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,255,0,255,0,51,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Alghadar,Rural,Village,245,49,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,245,0,245,0,49,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Kumi,Rural,Village,265,53,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,265,0,265,0,53,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Kumi,Rural,Village,260,52,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,260,0,260,0,52,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Dambo,Rural,Village,255,51,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,255,0,255,0,51,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Dambo,Rural,Village,245,49,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,245,0,245,0,49,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Salgy,Rural,Village,265,53,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,265,0,265,0,53,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Salgy,Rural,Village,210,42,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,210,0,210,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Alkhandag,Rural,Village,240,48,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,240,0,240,0,48,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Alkhandag,Rural,Village,235,47,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,235,0,235,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabtot Gebly,Rural,Village,400,80,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,400,0,400,0,80,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabtot Gebly,Rural,Village,390,78,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,390,0,390,0,78,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Shabtot Bahri,Rural,Village,430,86,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,430,0,430,0,86,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Sally,Rural,Village,410,82,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,410,0,410,0,82,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Sorry,Rural,Village,425,85,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,425,0,425,0,85,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Sorry,Rural,Village,415,83,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,415,0,415,0,83,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Shamal,Rural,Village,330,66,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,330,0,330,0,66,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Shamal,Rural,Village,315,63,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,315,0,315,0,63,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Shamal,Rural,Village,285,57,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,285,0,285,0,57,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Wasat,Rural,Village,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,325,0,325,0,65,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Wasat,Rural,Village,310,62,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,310,0,310,0,62,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Wasat,Rural,Village,300,60,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,300,0,300,0,60,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Ganoub,Rural,Village,310,62,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,310,0,310,0,62,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Ganoub,Rural,Village,345,69,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,345,0,345,0,69,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Orbi Ganoub,Rural,Village,295,59,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,295,0,295,0,59,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Mulowad,Rural,Village,270,54,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,270,0,270,0,54,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Mulowad,Rural,Village,260,52,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,260,0,260,0,52,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Umkrabeeg,Rural,Village,265,53,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,265,0,265,0,53,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Umkrabeeg,Rural,Village,235,47,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,235,0,235,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Alzraeeib,Rural,Village,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Romi Albakri,Rural,Village,460,92,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,460,0,460,0,92,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Romi Albakri,Rural,Village,420,84,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods and villages,,,420,0,420,0,84,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Romi Albakri,Rural,Village,360,72,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,360,0,360,0,72,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Shamal,Rural,Village,395,79,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,395,0,395,0,79,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Shamal,Rural,Village,255,51,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,255,0,255,0,51,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Wasat,Rural,Village,245,49,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,245,0,245,0,49,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Wasat,Rural,Village,235,47,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,235,0,235,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Mazad,Rural,Village,255,51,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,255,0,255,0,51,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Tanklab Mazad,Rural,Village,235,47,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,235,0,235,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Salnarti,Rural,Village,245,49,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,245,0,245,0,49,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,Northern,SD17,SD17018,Al Golid,Salnarti,Rural,Village,240,48,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,240,0,240,0,48,0,0,0,0,0,Food,3-Return to location of origin
