,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,status,PREVIOUS REPORT IDP,PREVIOUS REPORT HH,Difference IDPs,Difference HH,OK CHECK,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),VALIDATION,Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),VALIDATION,priority need,return Intention
,,,,,,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Karima Town,Urban,Neighbourhood,275,55,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,275,-,275,TRUE,0,32,23,-,-,-,-,55,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albarkal Town,Urban,Neighbourhood,775,155,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,775,-,775,TRUE,0,81,74,-,-,-,-,155,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albarkal Town,Urban,Neighbourhood,725,145,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,725,-,725,TRUE,0,73,72,-,-,-,-,145,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albarkal Town,Urban,Neighbourhood,680,136,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,680,-,680,TRUE,0,78,58,-,-,-,-,136,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albarkal Town,Urban,Neighbourhood,630,126,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,630,-,630,TRUE,0,63,63,-,-,-,-,126,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe East, Town",Urban,Neighbourhood,610,122,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,610,-,610,TRUE,0,59,63,-,-,-,-,122,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe East, Town",Urban,Neighbourhood,530,106,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,530,-,530,TRUE,0,53,53,-,-,-,-,106,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe East, Town",Urban,Neighbourhood,495,99,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,495,-,495,TRUE,0,58,41,-,-,-,-,99,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe East, Town",Urban,Neighbourhood,495,99,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,495,-,495,TRUE,0,45,54,-,-,-,-,99,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe West, Town",Urban,Neighbourhood,920,184,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,920,-,920,TRUE,0,92,92,-,-,-,-,184,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe West, Town",Urban,Neighbourhood,565,113,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,565,-,565,TRUE,0,65,48,-,-,-,-,113,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe West, Town",Urban,Neighbourhood,385,77,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,385,-,385,TRUE,0,56,21,-,-,-,-,77,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,"Mereowe West, Town",Urban,Neighbourhood,330,66,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,330,-,330,TRUE,0,45,21,-,-,-,-,66,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alkrro Village,Rural,Village,900,180,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,900,-,900,TRUE,0,90,90,-,-,-,-,180,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alzuma Village,Rural,Village,500,100,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,500,-,500,TRUE,0,50,50,-,-,-,-,100,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Algorier,Urban,Neighbourhood,350,70,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,350,-,350,TRUE,0,38,32,-,-,-,-,70,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Algorier,Urban,Neighbourhood,310,62,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,310,-,310,TRUE,0,32,30,-,-,-,-,62,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Algorier,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,260,-,260,TRUE,0,27,25,-,-,-,-,52,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Algorier,Urban,Neighbourhood,255,51,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,255,-,255,TRUE,0,33,18,-,-,-,-,51,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Tangasi,Rural,Village,"1,420",284,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,"1,420",-,"1,420",TRUE,0,165,119,-,-,-,-,284,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Tangasi,Rural,Village,380,76,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,380,-,380,TRUE,0,76,0,-,-,-,-,76,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Tangasi,Rural,Village,340,68,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,340,-,340,TRUE,0,68,0,-,-,-,-,68,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Tangasi,Rural,Village,280,56,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,280,-,280,TRUE,0,56,0,-,-,-,-,56,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Fitna,Rural,Village,275,55,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,275,-,275,TRUE,0,55,0,-,-,-,-,55,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Fitna,Rural,Village,225,45,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Fitna,Rural,Village,200,40,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Fitna,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Aldebiba,Rural,Village,340,68,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,340,-,340,TRUE,0,68,0,-,-,-,-,68,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Aldebiba,Rural,Village,265,53,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,265,-,265,TRUE,0,53,0,-,-,-,-,53,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Aldebiba,Rural,Village,235,47,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,235,-,235,TRUE,0,47,0,-,-,-,-,47,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Aldebiba,Rural,Village,210,42,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Nouri,Rural,Village,310,62,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,310,-,310,TRUE,0,62,0,-,-,-,-,62,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Nouri,Rural,Village,275,55,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,275,-,275,TRUE,0,55,0,-,-,-,-,55,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Nouri,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Nouri,Rural,Village,205,41,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,205,-,205,TRUE,0,41,0,-,-,-,-,41,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alarak,Rural,Village,185,37,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,185,-,185,TRUE,0,37,0,-,-,-,-,37,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alarak,Rural,Village,120,24,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,120,-,120,TRUE,0,24,0,-,-,-,-,24,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alarak,Rural,Village,95,19,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,95,-,95,TRUE,0,19,0,-,-,-,-,19,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alarak,Rural,Village,75,15,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alhejeir,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alhejeir,Rural,Village,210,42,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Altagaweet,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Altagaweet,Rural,Village,160,32,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,160,-,160,TRUE,0,32,0,-,-,-,-,32,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alhamdab East,Rural,Village,350,70,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,350,-,350,TRUE,0,70,0,-,-,-,-,70,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alhamdab West,Rural,Village,300,60,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,300,-,300,TRUE,0,60,0,-,-,-,-,60,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Abudoom West,Rural,Village,110,22,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,110,-,110,TRUE,0,22,0,-,-,-,-,22,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Abudoom West,Rural,Village,120,24,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,120,-,120,TRUE,0,24,0,-,-,-,-,24,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,AmreI Town,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,AmreI Town,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,AmreI Town,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Kurti,Rural,Village,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,325,-,325,TRUE,0,65,0,-,-,-,-,65,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Kurti,Rural,Village,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Kurti,Rural,Village,225,45,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Algariyat,Rural,Village,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,125,-,125,TRUE,0,25,0,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Algariyat,Rural,Village,75,15,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albasa,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albasa,Rural,Village,125,25,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,125,-,125,TRUE,0,25,0,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Osley,Rural,Village,235,47,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,235,-,235,TRUE,0,47,0,-,-,-,-,47,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Masawi,Rural,Village,90,18,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,90,-,90,TRUE,0,18,0,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Masawi,Rural,Village,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alkasinjar,Rural,Village,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,325,-,325,TRUE,0,65,0,-,-,-,-,65,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alkasinjar,Rural,Village,270,54,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,270,-,270,TRUE,0,54,0,-,-,-,-,54,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alkasinjar,Rural,Village,230,46,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,230,-,230,TRUE,0,46,0,-,-,-,-,46,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Aldoma,Rural,Village,200,40,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Aldoma,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Magashi,Rural,Village,225,45,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Magashi,Rural,Village,150,30,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albakhit,Rural,Village,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,115,-,115,TRUE,0,23,0,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albakhit,Rural,Village,150,30,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Hezima,Rural,Village,200,40,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Hezima,Rural,Village,120,24,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,120,-,120,TRUE,0,24,0,-,-,-,-,24,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Almagal,Rural,Village,170,34,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,170,-,170,TRUE,0,34,0,-,-,-,-,34,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Almagal,Rural,Village,170,34,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,170,-,170,TRUE,0,34,0,-,-,-,-,34,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albursa,Rural,Village,160,32,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,160,-,160,TRUE,0,32,0,-,-,-,-,32,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albursa,Rural,Village,110,22,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,110,-,110,TRUE,0,22,0,-,-,-,-,22,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Murra,Rural,Village,130,26,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,130,-,130,TRUE,0,26,0,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Murra,Rural,Village,100,20,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alshuhada AU,Rural,Village,425,85,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,425,-,425,TRUE,0,85,0,-,-,-,-,85,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alshuhada AU,Rural,Village,380,76,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,380,-,380,TRUE,0,76,0,-,-,-,-,76,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alshuhada AU,Rural,Village,355,71,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,355,-,355,TRUE,0,71,0,-,-,-,-,71,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alshuhada AU,Rural,Village,325,65,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,325,-,325,TRUE,0,65,0,-,-,-,-,65,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alsab Alhaow,Rural,Village,130,26,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,130,-,130,TRUE,0,26,0,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alsab Alhaow,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alkrafab,Rural,Village,155,31,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,155,-,155,TRUE,0,31,0,-,-,-,-,31,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Alkrafab,Rural,Village,105,21,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,105,-,105,TRUE,0,21,0,-,-,-,-,21,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albar Umdrik,Rural,Village,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,125,-,125,TRUE,0,25,0,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Albar Umdrik,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,Urban,Neighbourhood,"3,000",600,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,"3,000",-,"3,000",TRUE,0,250,350,-,-,-,-,600,TRUE,Food,3-Return to location of origin
