,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,status,PREVIOUS REPORT IDP,PREVIOUS REPORT HH,Difference IDPs,Difference HH,OK CHECK,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),VALIDATION,Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),VALIDATION,priority need,return Intention
,,,,,,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Aldaraja Althaltha,Urban,Neighbourhood,315,63,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,315,-,315,TRUE,0,41,22,-,-,-,-,63,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Aldaraja Althaltha,Urban,Neighbourhood,295,59,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,295,-,295,TRUE,0,29,30,-,-,-,-,59,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Aldaraja Althaltha,Urban,Neighbourhood,230,46,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,230,-,230,TRUE,0,23,23,-,-,-,-,46,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Artidi/ Terhagah Park Hotel,Urban,Neighbourhood,25,25,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,-,25,25,TRUE,0,0,25,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Artidei/ Alzahra School,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,250,-,250,TRUE,0,0,0,-,50,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Artidei/ Alzahra School,Urban,Neighbourhood,210,42,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,210,-,210,TRUE,0,0,0,-,42,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Artidei/ Alzahra School,Urban,Neighbourhood,140,28,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,140,-,140,TRUE,0,0,0,-,28,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Artidei,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,125,-,125,TRUE,0,10,15,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Artidei,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,125,-,125,TRUE,0,13,12,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Agajah,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,125,-,125,TRUE,0,11,14,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Labab Sharig,Rural,Village,220,44,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,220,-,220,TRUE,0,44,0,-,-,-,-,44,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Labab Sharig,Rural,Village,180,36,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,180,-,180,TRUE,0,36,0,-,-,-,-,36,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Labab Sharig,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Labab garib,Rural,Village,325,65,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,325,-,325,TRUE,0,65,0,-,-,-,-,65,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Labab garib,Rural,Village,225,45,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Labab garib,Rural,Village,200,40,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Wad Nemiry,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Wad Nemiry,Rural,Village,100,20,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Sartoot Village,Rural,Village,300,60,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,300,-,300,TRUE,0,60,0,-,-,-,-,60,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Sartoot Village,Rural,Village,275,55,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,275,-,275,TRUE,0,55,0,-,-,-,-,55,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Sartoot Village,Rural,Village,175,35,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,175,-,175,TRUE,0,35,0,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Sheikh AlShareif,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Sheikh AlShareif,Rural,Village,175,35,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,175,-,175,TRUE,0,35,0,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alkhanakh Village,Rural,Village,210,42,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alkhanakh Village,Rural,Village,160,32,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,160,-,160,TRUE,0,32,0,-,-,-,-,32,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alkhanakh Village,Rural,Village,130,26,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,130,-,130,TRUE,0,26,0,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alhila Aljadida,Rural,Village,130,26,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,130,-,130,TRUE,0,26,0,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alhila Aljadida,Rural,Village,120,24,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,120,-,120,TRUE,0,24,0,-,-,-,-,24,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Kabitot,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,225,-,225,TRUE,0,20,25,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai Kabitot,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,150,-,150,TRUE,0,15,15,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hai jaradah,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,225,-,225,TRUE,0,23,22,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alzourat Village,Rural,Village,225,45,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Danaa Viillage,Rural,Village,125,25,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,125,-,125,TRUE,0,25,0,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Danaa Viillage,Rural,Village,125,25,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,125,-,125,TRUE,0,25,0,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hafeer Mashoo Village,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hafeer Mashoo Village,Rural,Village,250,50,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Hafeer Mashoo Village,Rural,Village,250,50,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Akaad Village,Rural,Village,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alseer Village,Rural,Village,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alseer Village,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Eimani Village,Rural,Village,245,49,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,245,-,245,TRUE,0,49,0,-,-,-,-,49,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Kaltos Village,Rural,Village,210,42,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17017,Dongola,Alhamag Village,Rural,Village,145,29,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,145,-,145,TRUE,0,29,0,-,-,-,-,29,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug/Wad Halfa Basic School,Urban,Neighbourhood,440,88,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,440,-,440,TRUE,0,0,0,-,88,-,-,88,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug/Wad Halfa Basic School,Urban,Neighbourhood,380,76,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,380,-,380,TRUE,0,0,0,-,76,-,-,76,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug/Wad Halfa Basic School,Urban,Neighbourhood,340,68,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,340,-,340,TRUE,0,0,0,-,68,-,-,68,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug/Wad Halfa Basic School,Urban,Neighbourhood,275,55,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,275,-,275,TRUE,0,0,0,-,55,-,-,55,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug,Urban,Neighbourhood,800,160,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,800,-,800,TRUE,0,40,120,-,-,-,-,160,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug,Urban,Neighbourhood,775,155,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,775,-,775,TRUE,0,60,95,-,-,-,-,155,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug,Urban,Neighbourhood,715,143,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,715,-,715,TRUE,0,60,83,-,-,-,-,143,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alsoug,Urban,Neighbourhood,660,132,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,660,-,660,TRUE,0,50,82,-,-,-,-,132,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan/Osman Mohemed Suleiman school,Urban,Neighbourhood,390,78,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,390,-,390,TRUE,0,0,0,-,78,-,-,78,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan/Osman Mohemed Suleiman school,Urban,Neighbourhood,345,69,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,345,-,345,TRUE,0,0,0,-,69,-,-,69,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan/Osman Mohemed Suleiman school,Urban,Neighbourhood,295,59,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,295,-,295,TRUE,0,0,0,-,59,-,-,59,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan/Osman Mohemed Suleiman school,Urban,Neighbourhood,285,57,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,285,-,285,TRUE,0,0,0,-,57,-,-,57,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan,Urban,Neighbourhood,630,126,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,630,-,630,TRUE,0,41,85,-,-,-,-,126,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan,Urban,Neighbourhood,555,111,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,555,-,555,TRUE,0,40,71,-,-,-,-,111,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan,Urban,Neighbourhood,515,103,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,515,-,515,TRUE,0,40,63,-,-,-,-,103,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Aleskan,Urban,Neighbourhood,475,95,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,475,-,475,TRUE,0,40,55,-,-,-,-,95,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Alhai Alrabiaa/Alhaj Mohamed Ahmed school,Urban,Neighbourhood,355,71,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,355,-,355,TRUE,0,0,0,-,71,-,-,71,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Alhai Alrabiaa/Alhaj Mohamed Ahmed school,Urban,Neighbourhood,335,67,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,335,-,335,TRUE,0,0,0,-,67,-,-,67,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Alhai Alrabiaa/Alhaj Mohamed Ahmed school,Urban,Neighbourhood,295,59,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,295,-,295,TRUE,0,0,0,-,59,-,-,59,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Alhai Alrabiaa/Alhaj Mohamed Ahmed school,Urban,Neighbourhood,265,57,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,265,-,265,TRUE,0,0,0,-,57,-,-,57,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Alhai Alrabiaa,Urban,Neighbourhood,635,127,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,635,-,635,TRUE,0,50,77,-,-,-,-,127,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Alhai Alrabiaa,Urban,Neighbourhood,570,114,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,570,-,570,TRUE,0,50,64,-,-,-,-,114,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Alhai Alrabiaa,Urban,Neighbourhood,485,97,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,485,-,485,TRUE,0,40,57,-,-,-,-,97,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal/Abduelaziz Abduelzaher School,Urban,Neighbourhood,415,83,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,415,-,415,TRUE,0,0,0,-,83,-,-,83,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal/Abduelaziz Abduelzaher School,Urban,Neighbourhood,380,76,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,380,-,380,TRUE,0,0,0,-,76,-,-,76,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal/Abduelaziz Abduelzaher School,Urban,Neighbourhood,310,62,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,310,-,310,TRUE,0,0,0,-,62,-,-,62,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal/Abduelaziz Abduelzaher School,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,250,-,250,TRUE,0,0,0,-,50,-,-,50,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal,Urban,Neighbourhood,405,81,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,405,-,405,TRUE,0,30,51,-,-,-,-,81,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal,Urban,Neighbourhood,375,75,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,375,-,375,TRUE,0,35,40,-,-,-,-,75,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,320,-,320,TRUE,0,34,30,-,-,-,-,64,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Hai Alashghal,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,250,-,250,TRUE,0,20,30,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town/Locality Park,Urban,Neighbourhood,470,94,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,470,-,470,TRUE,0,0,0,-,94,-,-,94,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town/Locality Park,Urban,Neighbourhood,425,85,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,425,-,425,TRUE,0,0,0,-,85,-,-,85,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town/Locality Park,Urban,Neighbourhood,365,73,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,365,-,365,TRUE,0,0,0,-,73,-,-,73,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town/Locality Park,Urban,Neighbourhood,315,63,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,315,-,315,TRUE,0,0,0,-,63,-,-,63,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town Collage of Eirth & Mine Sciences,Urban,Neighbourhood,460,92,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,460,-,460,TRUE,0,0,0,-,92,-,-,92,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town Collage of Eirth & Mine Sciences,Urban,Neighbourhood,425,85,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,425,-,425,TRUE,0,0,0,-,85,-,-,85,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town Collage of Eirth & Mine Sciences,Urban,Neighbourhood,335,67,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,335,-,335,TRUE,0,0,0,-,67,-,-,67,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town Collage of Eirth & Mine Sciences,Urban,Neighbourhood,230,46,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,230,-,230,TRUE,0,0,0,-,46,-,-,46,TRUE,Health,2-Move to another location
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town,Urban,Neighbourhood,180,36,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,180,-,180,TRUE,0,17,19,-,-,-,-,36,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,125,-,125,TRUE,0,13,12,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,115,-,115,TRUE,0,12,11,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17014,Halfa,Halfa Town,Urban,Neighbourhood,80,16,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,80,-,80,TRUE,0,10,6,-,-,-,-,16,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Karima Town,Urban,Neighbourhood,280,56,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,280,-,280,TRUE,0,25,31,-,-,-,-,56,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Karima Town,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,320,-,320,TRUE,0,25,39,-,-,-,-,64,TRUE,Food,3-Return to location of origin
4/15/23,5/21/23,3.updated with same information,,,,,,Northern,SD17,SD17020,Merwoe,Karima Town,Urban,Neighbourhood,290,58,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,290,-,290,TRUE,0,30,28,-,-,-,-,58,TRUE,Food,3-Return to location of origin
